 const           X2              X3              X4              X5              X6              X7              X8              X9              U1              U0              V               wage1           wage0           state           wage          
1.0              0.002685        1.254637       -0.457501       -0.431069        0.219762        1.759592       -0.973041       -0.722253       -0.461355        4.549352e-02    0.675497       -0.578417        0.102813       1.0             -0.578417      
1.0              2.057821       -1.437339        1.123203        0.095052       -0.558203        1.066898        0.095689        0.652707        0.164279        2.638318e-01   -2.235806        3.956845        1.863062       1.0              3.956845      
1.0              0.152948       -0.788179        0.471117       -0.536332       -1.315586       -0.372701        0.025335        0.683429        0.029405       -7.871719e-02    0.009876        1.814293        0.691628       1.0              1.814293      
1.0             -1.324201       -0.802690        0.465743       -0.031427        0.161637        1.391317       -0.883415        0.164847       -0.101629       -1.902975e-01    0.576811        0.945697        0.255959       1.0              0.945697      
1.0              2.098079        0.416542        1.065614       -1.218599        1.155697        0.379300        1.595734        1.121962        0.000836        4.925950e-01   -1.733381        2.539745        1.489512       0.0              1.489512      
1.0              0.026706       -1.125506        0.035120        1.288692       -0.798279        0.816591       -0.128408       -0.141625        0.305451        9.788859e-02   -0.283446        2.161192        1.025106       1.0              2.161192      
1.0              0.339101       -0.194453        1.452898       -0.527599       -0.085409       -0.140750       -0.862009       -0.443140        0.119854        3.470882e-03    0.951220        2.421136        0.844326       1.0              2.421136      
1.0              0.705879        0.494880        2.032674       -0.107649       -1.042318       -0.459982        0.266221       -0.899043        0.488829        2.412228e-01   -1.303549        3.113917        1.143779       1.0              3.113917      
1.0              0.483648       -1.480413       -0.392785        0.629068        0.924441       -0.137290       -0.425047       -1.130277        0.412333        1.513698e-02    0.326547        2.293340        1.008617       1.0              2.293340      
1.0              0.034723       -0.733654        1.291804        0.270381        1.896378       -1.916415       -0.916715        0.604250        0.296216       -1.330169e-01    0.833742        2.729887        0.817997       0.0              0.817997      
1.0             -0.313032        1.276743        0.744239       -1.166165        0.444823       -1.245924        0.651914        0.377207        0.409729       -1.107236e-01    0.617707        0.898549        0.000365       0.0              0.000365      
1.0              1.464131        0.571926        0.987166        0.622075        0.158623       -0.401978        0.744379        0.883858        0.175790        1.522938e-01   -0.412781        2.502696        1.115736       0.0              1.115736      
1.0              1.336475       -1.341502        3.508870       -0.067924        1.332140       -1.661099        0.510160       -0.420284        0.366043       -1.403139e-01   -0.170090        5.480989        1.656235       0.0              1.656235      
1.0             -0.287656       -0.717178       -0.095586        0.054944       -1.398190        0.621325       -0.833075        0.874302       -0.240450       -9.305368e-02   -0.197723        0.924283        0.504998       1.0              0.924283      
1.0             -0.266986        0.183983        0.965023        1.150209       -0.877897        1.589858        2.332421        0.540204       -0.021581       -1.542468e-01    1.031861        1.625006        0.514898       0.0              0.514898      
1.0              1.467954        0.811506       -0.601091       -0.102061        0.256686       -0.161363       -0.880670        1.363603       -0.044413       -1.757087e-02   -1.308154        0.840274        0.533477       1.0              0.840274      
1.0              0.240575       -0.424637        0.901136        2.041647        0.139151       -0.254877       -0.993759        0.219446       -0.070072        1.244070e-01    1.696787        2.285934        1.154868       0.0              1.154868      
1.0              1.623750       -0.378010        0.032947       -1.443522        1.028618        0.242994        2.408353        0.635935       -0.087084       -4.389059e-01   -0.990959        1.815022        0.434892       0.0              0.434892      
1.0              0.320420        0.585330        0.421850        0.022908        0.271408       -0.340853       -0.715444        0.538323        0.236194       -5.448601e-02   -0.397607        1.401217        0.454806       1.0              1.401217      
1.0              1.804072        2.722519       -0.131696       -0.786588       -0.003542       -0.441220        0.955694       -0.541551       -0.016106       -2.379206e-01   -2.013811        0.242804       -0.073044       1.0              0.242804      
1.0             -0.995348        0.401651        2.151463       -0.092996       -0.322009        1.017504       -0.984365       -0.579854       -0.125629       -3.380113e-01    1.955849        1.698976        0.176954       1.0              1.698976      
1.0              1.777156        0.589460       -0.736878       -0.279136       -0.082945       -0.159039        0.947186       -0.529336       -0.228969       -4.477185e-03   -0.198984        0.820593        0.640554       0.0              0.640554      
1.0             -0.018481       -0.267239        0.416053        0.920350        0.494718        0.634672       -0.458166       -0.472242        0.256638        2.013167e-02    0.543403        1.841473        0.747962       1.0              1.841473      
1.0              0.316454       -1.917381       -0.599032        0.146543       -0.592843        0.151682       -1.600707       -0.580054       -0.014815       -4.423934e-02   -0.908553        1.785409        0.933944       1.0              1.785409      
1.0              0.034606       -0.544817       -0.150169       -0.128543        0.937036       -0.642454        0.951493       -0.686938        0.099144       -5.554738e-02   -1.603249        1.277422        0.552968       1.0              1.277422      
1.0              1.596047       -0.347742       -0.226022        1.202835       -1.097156       -0.004003       -1.816941        0.286628       -0.156653       -1.963780e-01   -0.440829        1.927943        0.878047       1.0              1.927943      
1.0              1.032909       -0.491050        0.200010        0.032833       -0.833528        1.482695       -1.918137       -2.576456        0.020458       -5.418570e-02    0.269515        2.012352        0.873026       1.0              2.012352      
1.0             -0.298601       -0.201618       -0.879900        0.161974        0.756581        0.491579       -0.071936       -0.225181        0.254485       -2.383185e-01   -1.032817        0.551441        0.097371       1.0              0.551441      
1.0             -0.787115        0.695681       -0.622090        1.629893        0.205426        1.091482        0.284946        0.325230        0.001587       -1.405102e-01   -0.066352       -0.048409        0.032262       1.0             -0.048409      
1.0              1.059354        0.115445       -0.849411       -0.051535       -0.806102        1.557874        1.245231        1.877959       -0.125841       -2.331900e-01   -0.031581        0.738735        0.352244       0.0              0.352244      
1.0              1.085845        0.220035       -0.837066       -0.371032       -1.162706        1.365414        0.387216        1.075538       -0.048159        8.045547e-02   -0.409188        0.732871        0.616623       1.0              0.732871      
1.0             -1.326347        0.199222       -1.434736        1.074523        0.081154       -0.264389        1.289386       -1.481929       -0.232512        3.672582e-01   -1.076641       -1.005877        0.330632       1.0             -1.005877      
1.0              0.145515       -0.132609        0.547214       -0.866023        0.407265       -0.271916        0.469627        0.651670        0.079764       -5.023049e-02   -0.060670        1.503036        0.531962       0.0              0.531962      
1.0             -0.126965       -2.382096       -0.775792        0.143514       -0.642621        0.810243        0.114127       -0.751764       -0.075938        1.190184e-01    0.912280        1.602181        1.071082       1.0              1.602181      
1.0              0.059471        1.234180       -0.580384        1.211565       -0.812591       -0.002012       -0.483877        1.048165       -0.135600       -1.755346e-01    1.549996       -0.047960        0.041884       0.0              0.041884      
1.0              1.230610       -0.176590        0.324615       -1.102138        0.348307       -0.086600       -0.688027       -1.039573       -0.196959        1.440993e-01   -0.196028        1.648290        0.951546       1.0              1.648290      
1.0             -0.832687       -0.410198       -0.245133       -0.384575        0.951949       -0.014518        0.943139       -2.905358        0.161727       -8.167274e-02   -0.671584        0.672561        0.229295       1.0              0.672561      
1.0             -0.353181        0.013041        0.806328        1.438416        1.104578       -2.028873        0.072031       -0.009297       -0.148536        1.254853e-01   -0.501189        1.469943        0.816629       0.0              0.816629      
1.0             -2.191263        2.606374       -0.021390        0.251250       -0.248377        0.930124       -0.285866        0.700617        0.179467       -1.355413e-01    0.688405       -1.470428       -0.837922       0.0             -0.837922      
1.0             -0.090011        0.392330       -1.059819        1.213783        0.408222        0.020386       -0.087448        0.257773        0.265854       -9.413448e-02    0.722396        0.376128        0.215293       0.0              0.215293      
1.0              1.332657       -0.058672       -0.201145       -0.236054       -0.281441        0.730659       -1.443636       -0.718407        0.060204        1.336558e-02    0.185328        1.633939        0.809293       1.0              1.633939      
1.0             -0.485959        0.752192        0.253575        0.061450        0.323501        0.379430        1.214946        0.059632        0.239739       -5.549199e-02    1.385515        0.743539        0.179677       0.0              0.179677      
1.0             -1.457845        1.021980       -2.002728        2.086894       -0.245020       -0.851849       -0.803847       -0.374483        0.355506       -1.157322e-01    0.007824       -1.219387       -0.396193       1.0             -1.219387      
1.0             -0.497891        1.030194       -1.733478       -0.251843       -0.099112       -0.527318       -0.156170        0.224239       -0.203113        2.374730e-01   -1.411873       -1.409012        0.016475       1.0             -1.409012      
1.0             -1.052628        0.432288        0.056302       -0.719693        0.713039       -0.676847       -0.995689        1.128123        0.167226        7.151534e-02   -0.167782        0.264053        0.131782       0.0              0.131782      
1.0             -0.273207       -0.157190       -0.208153       -1.108987        1.380160        1.239164        0.517173       -0.226414       -0.233775       -3.693246e-01   -2.661170        0.362787       -0.045168       1.0              0.362787      
1.0             -1.376273        1.213353       -1.603980       -0.098202       -0.706233       -0.994179        0.851175        0.942981        0.091466        2.330514e-01   -0.040337       -1.582002       -0.220579       0.0             -0.220579      
1.0             -0.354501        0.697781        0.613140        1.133396        0.714177        1.648792        0.966940       -1.035675       -0.127442        1.055847e-01   -0.016458        0.917139        0.557522       1.0              0.917139      
1.0             -1.259716       -0.199764       -2.076171       -1.132271       -2.113565       -1.519154       -0.639391       -1.379417        0.167481       -3.185703e-01   -1.700236       -1.173804       -0.567680       1.0             -1.173804      
1.0             -0.497496        0.296538        0.150350       -0.325164        1.013505        0.684122       -0.357732       -0.774810       -0.208733       -2.365439e-01   -0.013255        0.403693        0.055466       1.0              0.403693      
1.0              0.053956       -0.359215        0.726299        1.679104        0.034595       -0.924842       -0.832397        1.574468        0.110052       -1.414282e-01    0.448870        2.137979        0.758068       0.0              0.758068      
1.0             -2.073541        1.229289        1.177686       -1.274726        0.055711       -0.278825       -0.195169       -1.258997        0.017363       -2.134765e-01    0.403312       -0.134137       -0.473299       1.0             -0.134137      
1.0             -0.120369        0.347747       -0.586777        1.665639       -0.807993       -0.129861       -0.912776        0.689101        0.031812       -1.381222e-02    0.684849        0.577165        0.427475       1.0              0.577165      
1.0              1.088296       -0.170151        0.563608       -0.802523        0.537779       -0.102545       -0.715952        0.941014        0.234845        1.700137e-02   -0.549016        2.224416        0.858342       1.0              2.224416      
1.0              0.567752        0.104170       -0.604521        0.177155        0.230559        0.139199        0.174506       -1.958693        0.106163        2.382533e-01    0.547506        0.924497        0.767073       1.0              0.924497      
1.0              0.781836       -0.522032        0.384684        0.245545       -0.251823       -0.937873       -1.830114        0.713753        0.088295        3.217513e-01   -0.111592        2.130437        1.246485       1.0              2.130437      
1.0              0.190954        1.017528       -0.811875        0.185084        0.701016       -1.015424        1.496324        0.838903       -0.204396        1.532405e-01    1.100283       -0.257422        0.317192       0.0              0.317192      
1.0             -0.513191       -0.886232        0.281637        2.090660        1.107540       -1.047806       -0.234011       -0.872709       -0.419918        1.461686e-02   -0.243366        1.313807        0.865884       1.0              1.313807      
1.0             -0.322808        0.253877       -0.662496       -1.523426        0.051419       -1.179691        0.223145        1.045771        0.079360       -1.767081e-01    0.496400        0.012984       -0.091254       0.0             -0.091254      
1.0             -1.344489        0.131916       -0.204542       -1.620119        0.143578        1.249436        0.894807       -1.707291        0.132385        1.146540e-03   -0.447811       -0.102567       -0.071405       1.0             -0.102567      
1.0              0.203746        0.173800       -0.476467        0.995303       -0.968803       -1.072321        1.076128       -0.172752        0.177209        5.497360e-03   -1.447119        0.978368        0.527131       1.0              0.978368      
1.0              0.880199       -0.300458       -0.320645        0.141025       -0.477789        0.173556       -1.261623        0.138478       -0.178296        2.271641e-01    0.052360        1.246741        0.985461       1.0              1.246741      
1.0              0.030076        0.778925       -1.689607       -0.227907        0.024384        0.434625       -0.638704        0.082474       -0.107350       -9.174694e-02   -1.625635       -0.843939       -0.103920       1.0             -0.843939      
1.0             -1.473801        1.619773       -0.971757        1.983767       -0.824073       -0.298337       -1.749211       -0.663017       -0.041079       -7.189336e-03   -0.561873       -1.194206       -0.272060       1.0             -1.194206      
1.0              0.851603        0.236424        0.638492       -0.161328        1.518480       -0.792776        1.194193       -1.319821       -0.105638       -9.234764e-02    0.111784        1.682842        0.661485       0.0              0.661485      
1.0             -1.119734       -0.161111        2.036051        0.449497        0.789938        0.722672        1.450119        0.247236       -0.013098        1.612128e-02    0.075847        2.051757        0.676012       0.0              0.676012      
1.0             -1.787165       -0.427425       -0.308035        0.640998       -0.031208       -0.733029        0.549392       -0.655682       -0.085963        2.628031e-02   -1.481755        0.016169        0.188352       1.0              0.016169      
1.0              1.300519       -1.375348       -1.104060        1.327378        0.401960        0.590208       -0.508522       -1.837123       -0.191551        2.117790e-01   -1.029837        1.655733        1.329939       1.0              1.655733      
1.0              2.800499       -0.183217       -1.010327        1.537736       -0.623772       -0.617286       -2.007343        0.374144       -0.007641        4.173302e-01    0.129961        2.113873        1.651326       1.0              2.113873      
1.0             -0.528670        0.393788       -1.485733       -0.041983       -2.259996        2.196154        0.424976        0.419950       -0.365390       -2.690864e-01   -0.053298       -1.015589       -0.271134       1.0             -1.015589      
1.0              0.805088        1.480706       -0.206333       -1.391165       -1.497970        0.162797        0.819268       -1.224136        0.320461        1.001380e-01    0.779642        0.564080        0.254068       1.0              0.564080      
1.0              0.108328       -1.082337       -0.735022        1.090452       -1.167888        0.306439        0.061373        0.380244        0.102590       -1.636273e-01   -0.187421        1.367487        0.617668       1.0              1.367487      
1.0              0.551814       -0.795595       -0.425089        0.375324       -1.000356        1.075555        0.307907        0.634713       -0.034180        1.984516e-02   -1.521673        1.440865        0.825323       1.0              1.440865      
1.0              0.106950       -0.144532        0.400359       -1.512526       -0.520791       -0.363689        0.764633        0.716157       -0.157812        1.557543e-01    0.865434        1.039590        0.641379       0.0              0.641379      
1.0             -1.855534        0.602984       -0.069380       -0.025778       -0.557014       -1.302794        0.594429       -0.709235       -0.051261        3.515254e-02    0.088691       -0.482115       -0.106580       0.0             -0.106580      
1.0             -1.501724       -0.273928        1.534536       -0.385111        0.496872        0.647020       -0.090557       -0.684346        0.031108       -2.621624e-01   -2.505226        1.438563        0.158045       1.0              1.438563      
1.0             -0.458911       -0.030085        0.125530       -0.707665        1.605830        2.774834       -0.441862        0.818559       -0.227579       -5.362847e-02    0.680420        0.509510        0.289368       1.0              0.509510      
1.0             -0.521623        0.152081       -0.163853       -0.146174        0.237616        1.432576        0.695314       -0.107287       -0.201095        1.095959e-02   -1.137141        0.268634        0.295769       1.0              0.268634      
1.0             -1.133379        0.673128        1.098898       -0.390574        0.062171       -0.658588       -0.972506       -0.238455        0.063018        2.072587e-01    0.178229        0.819535        0.402335       1.0              0.819535      
1.0              1.143425        0.412784        1.618906        0.439803        0.455042       -2.003903        0.621323       -0.208596        0.259975       -2.539947e-01   -0.444954        2.945924        0.761950       0.0              0.761950      
1.0             -1.399650       -0.658482       -1.124434        0.928215       -0.877220        0.330846        0.297302        0.673288       -0.075808       -1.367687e-01    0.015552       -0.202231        0.067048       1.0             -0.202231      
1.0             -1.580299       -1.723906       -0.205048       -0.405557        0.359946        0.968730        0.373933        0.505294        0.090309       -4.162584e-01   -0.040525        0.942338        0.044080       1.0              0.942338      
1.0             -0.531612        0.529098        1.708408        0.309313       -0.770515       -0.219884        0.997956        1.136411       -0.149832       -1.652661e-01   -0.925184        1.589266        0.396829       0.0              0.396829      
1.0             -0.090045       -0.808823        0.270632       -0.592348        1.668670        2.431945        0.003519       -1.120303       -0.241971       -1.808979e-01    1.942133        1.259464        0.491774       0.0              0.491774      
1.0             -0.372245       -0.900990        0.371827        0.544962        0.664527       -0.808985       -0.844468        1.220457        0.049693       -3.140361e-01   -0.796576        1.698346        0.440321       1.0              1.698346      
1.0             -0.373287       -0.280053       -1.041908       -0.243128       -0.917806       -1.220424        1.377222       -0.264283        0.190155        1.132700e-01   -0.146369        0.304084        0.381289       0.0              0.381289      
1.0              0.608868        0.585514        0.012476       -0.305037       -1.269688        0.225110        0.895236        0.158128       -0.053606       -4.688935e-02    0.144363        0.911495        0.431165       0.0              0.431165      
1.0              1.104054        0.108779        1.865411        0.163916        0.632066       -0.864476       -2.214720        0.535313        0.056207       -3.209050e-02   -1.959949        3.032377        1.067688       1.0              3.032377      
1.0             -1.254881       -0.944204       -0.208768        0.931454       -0.524838        0.929276        1.318792        0.400356       -0.255062        2.385082e-02    0.081648        0.549268        0.499653       0.0              0.499653      
1.0              0.371170        1.544599        1.839455       -0.289725       -0.120092       -0.506641        1.887078        0.525667       -0.076256        3.267547e-01   -1.094147        1.606372        0.824150       0.0              0.824150      
1.0             -0.713856       -0.086679       -0.799744       -1.798589       -0.948660       -1.650270        1.128306       -1.897382        0.252315        2.061201e-01    1.175831        0.011644        0.227275       0.0              0.227275      
1.0              0.133991        0.007569        1.656630       -0.744042        1.194317       -0.473498        0.418843        0.086613       -0.333072       -9.865538e-03    1.840852        1.862521        0.741827       0.0              0.741827      
1.0             -0.993665        0.301322       -0.384140       -0.995056       -0.042370       -1.281803        0.774576       -0.918928        0.069396        5.097215e-02    0.252843       -0.103581        0.054623       0.0              0.054623      
1.0             -1.356016       -0.112589        0.084398        1.821199        0.127158        0.251078       -0.036035        0.690991       -0.199521        1.129795e-01   -1.455567        0.446383        0.490580       1.0              0.446383      
1.0             -1.541437        0.055666       -0.486252        0.120346        0.323567       -0.230134       -2.241000        1.173618        0.050539        6.852099e-02    0.720247       -0.194319        0.087169       1.0             -0.194319      
1.0             -0.518437       -1.412956       -0.568758        1.780650        0.023670       -1.106211       -0.769980       -0.067936        0.110897        1.263406e-01    0.310922        1.443944        0.929637       1.0              1.443944      
1.0              0.031964       -1.153024        0.095738        0.852815        1.238410        1.075147       -0.526977       -0.068821       -0.147763        5.821411e-02   -0.631963        1.704375        0.961486       1.0              1.704375      
1.0              1.559708       -1.930026       -0.405346        0.251386        0.545523       -1.994488        1.714472        1.927489       -0.119454       -2.409134e-01   -1.140064        2.540277        1.102115       0.0              1.102115      
1.0             -0.838674        0.564361        0.187780       -0.025687        0.974310        0.468772        0.330851       -0.255377       -0.028665       -6.554104e-02   -1.498294        0.320443        0.107349       1.0              0.320443      
